EMG_raw,EMG_processed,EDA_raw,EDA_processed,ECG_raw,ECG_processed,time_sec
507,4.845531846100112,1020,1019.9951312786815,423,-40.70353231549918,0.0
505,5.111348325380849,1020,1019.9951231665999,419,-43.741541343489956,0.001
502,5.442935426319268,1020,1019.9951150412775,415,-46.68261517366581,0.002
497,5.8487161550577165,1020,1019.9951069027414,409,-49.42600354357114,0.003
495,6.219883032770737,1020,1019.9950987510191,403,-51.88402132284375,0.004
494,6.4047744468472105,1020,1019.9950905861382,398,-53.987344052080104,0.005
501,6.432913628407009,1020,1019.9950824081269,396,-55.688875455429006,0.006
508,6.528906506061019,1020,1019.9950742170134,395,-56.96587245699384,0.007
516,6.69623951177417,1020,1019.995066012826,397,-57.82015345754537,0.008
521,6.852301572057819,1020,1019.9950577955927,400,-58.276386526634106,0.009
529,6.899445272192466,1020,1019.9950495653424,405,-58.37863691838505,0.01
529,6.974341158056022,1020,1019.9950413221039,411,-58.18552486037869,0.011
524,7.22213738109043,1020,1019.9950330659075,415,-57.7644819514502,0.012
522,7.534703558813306,1020,1019.995024796783,419,-57.18567825830967,0.013
519,7.803724653943898,1020,1019.9950165147606,421,-56.516209969078545,0.014
514,8.01325094538244,1020,1019.9950082198701,421,-55.815087285087905,0.015
508,8.143502563041869,1020,1019.9949999121421,421,-55.12945301675976,0.016
507,8.149865203188169,1020,1019.9949915916071,419,-54.492311070647965,0.017
499,8.298946460569214,1020,1019.994983258296,418,-53.921871427566096,0.018
498,8.555427883414866,1020,1019.9949749122401,415,-53.4224446058101,0.019
497,8.964717202954334,1020,1019.9949665534704,411,-52.986660903913844,0.02
496,9.383587889732718,1020,1019.9949581820173,407,-52.598661276154196,0.021
500,9.673925276062064,1020,1019.9949497979118,404,-52.23781916544403,0.022
504,9.87486421522925,1020,1019.9949414011852,403,-51.88251666246108,0.023
518,9.966828180577258,1020,1019.994932991869,403,-51.5135206907712,0.024
525,10.029716122435786,1020,1019.9949245699939,405,-51.11658381002427,0.025
